RC-5 Data Logger,,
User Information,RC-5 Data Logger,
Number,E189G04160,
Interval    ,0:15:0 H:M:S,
Delay Time,0.0 H,
Data Sum,29967,
Temperature Maximum,51.8°C,
Temperature Minimum,1.4°C,
Temperature Average,23.1°C,
Temperature Alarm Upper Limit,60.0°C,
Temperature Alarm Lower Limit,-30.0°C,
Start Time,2019-05-09 12:33:55,
End Time,2020-03-16 16:03:55,
Date Format,yyyy-MM-dd HH:mm:ss,
Temperature Unit,°C,
Number,Time,Temperature°C
13159,2019-09-23 14:03:55,20.5
13160,2019-09-23 14:18:55,21.6
13161,2019-09-23 14:33:55,22
13162,2019-09-23 14:48:55,21.6
13163,2019-09-23 15:03:55,21
13164,2019-09-23 15:18:55,21
13165,2019-09-23 15:33:55,21.5
13166,2019-09-23 15:48:55,21.6
13167,2019-09-23 16:03:55,22
13168,2019-09-23 16:18:55,21.6
13169,2019-09-23 16:33:55,21.7
13170,2019-09-23 16:48:55,22.5
13171,2019-09-23 17:03:55,22.9
13172,2019-09-23 17:18:55,22.9
13173,2019-09-23 17:33:55,22.8
13174,2019-09-23 17:48:55,22.1
13175,2019-09-23 18:03:55,21.5
13176,2019-09-23 18:18:55,20.5
13177,2019-09-23 18:33:55,19.6
13178,2019-09-23 18:48:55,18.7
13179,2019-09-23 19:03:55,18
13180,2019-09-23 19:18:55,17.4
13181,2019-09-23 19:33:55,17
13182,2019-09-23 19:48:55,16.8
13183,2019-09-23 20:03:55,16.5
13184,2019-09-23 20:18:55,16.2
13185,2019-09-23 20:33:55,15.9
13186,2019-09-23 20:48:55,15.4
13187,2019-09-23 21:03:55,15.2
13188,2019-09-23 21:18:55,15.2
13189,2019-09-23 21:33:55,15.1
13190,2019-09-23 21:48:55,15
13191,2019-09-23 22:03:55,14.7
13192,2019-09-23 22:18:55,14.6
13193,2019-09-23 22:33:55,14.6
13194,2019-09-23 22:48:55,14.6
13195,2019-09-23 23:03:55,14.6
13196,2019-09-23 23:18:55,14.6
13197,2019-09-23 23:33:55,14.5
13198,2019-09-23 23:48:55,14.3
13199,2019-09-24 00:03:55,14.3
13200,2019-09-24 00:18:55,14.1
13201,2019-09-24 00:33:55,14
13202,2019-09-24 00:48:55,13.9
13203,2019-09-24 01:03:55,14
13204,2019-09-24 01:18:55,13.8
13205,2019-09-24 01:33:55,13.8
13206,2019-09-24 01:48:55,13.5
13207,2019-09-24 02:03:55,13.5
13208,2019-09-24 02:18:55,13.4
13209,2019-09-24 02:33:55,13.1
13210,2019-09-24 02:48:55,12.7
13211,2019-09-24 03:03:55,12.7
13212,2019-09-24 03:18:55,12.5
13213,2019-09-24 03:33:55,12.2
13214,2019-09-24 03:48:55,12.1
13215,2019-09-24 04:03:55,12.1
13216,2019-09-24 04:18:55,11.9
13217,2019-09-24 04:33:55,11.9
13218,2019-09-24 04:48:55,11.6
13219,2019-09-24 05:03:55,11.4
13220,2019-09-24 05:18:55,11.3
13221,2019-09-24 05:33:55,11.2
13222,2019-09-24 05:48:55,11.2
13223,2019-09-24 06:03:55,11
13224,2019-09-24 06:18:55,10.8
13225,2019-09-24 06:33:55,10.8
13226,2019-09-24 06:48:55,10.8
13227,2019-09-24 07:03:55,11.4
13228,2019-09-24 07:18:55,12.2
13229,2019-09-24 07:33:55,13.4
13230,2019-09-24 07:48:55,14.7
13231,2019-09-24 08:03:55,15.7
13232,2019-09-24 08:18:55,16.7
13233,2019-09-24 08:33:55,17.9
13234,2019-09-24 08:48:55,18.6
13235,2019-09-24 09:03:55,19.2
13236,2019-09-24 09:18:55,20.5
13237,2019-09-24 09:33:55,21.4
13238,2019-09-24 09:48:55,21.5
13239,2019-09-24 10:03:55,22.9
13240,2019-09-24 10:18:55,24.1
13241,2019-09-24 10:33:55,24.7
13242,2019-09-24 10:48:55,25.3
13243,2019-09-24 11:03:55,26.2
13244,2019-09-24 11:18:55,26.7
13245,2019-09-24 11:33:55,27.6
13246,2019-09-24 11:48:55,28.1
13247,2019-09-24 12:03:55,32
13248,2019-09-24 12:18:55,37.2
13249,2019-09-24 12:33:55,39.1
13250,2019-09-24 12:48:55,43
13251,2019-09-24 13:03:55,40.8
13252,2019-09-24 13:18:55,40.2
13253,2019-09-24 13:33:55,40.4
13254,2019-09-24 13:48:55,40.8
13255,2019-09-24 14:03:55,40.5
13256,2019-09-24 14:18:55,40.9
13257,2019-09-24 14:33:55,40.8
13258,2019-09-24 14:48:55,39.8
13259,2019-09-24 15:03:55,39.5
13260,2019-09-24 15:18:55,40
13261,2019-09-24 15:33:55,39.7
13262,2019-09-24 15:48:55,39.1
13263,2019-09-24 16:03:55,39.2
13264,2019-09-24 16:18:55,38.8
13265,2019-09-24 16:33:55,38.7
13266,2019-09-24 16:48:55,37.9
13267,2019-09-24 17:03:55,37.7
13268,2019-09-24 17:18:55,38.3
13269,2019-09-24 17:33:55,36.9
13270,2019-09-24 17:48:55,35.9
13271,2019-09-24 18:03:55,35.5
13272,2019-09-24 18:18:55,34.6
13273,2019-09-24 18:33:55,33.9
13274,2019-09-24 18:48:55,33.2
13275,2019-09-24 19:03:55,32.7
13276,2019-09-24 19:18:55,32.5
13277,2019-09-24 19:33:55,31.7
13278,2019-09-24 19:48:55,32.2
13279,2019-09-24 20:03:55,32
13280,2019-09-24 20:18:55,31.9
13281,2019-09-24 20:33:55,31.6
13282,2019-09-24 20:48:55,31.3
13283,2019-09-24 21:03:55,31.1
13284,2019-09-24 21:18:55,30.9
13285,2019-09-24 21:33:55,31.1
13286,2019-09-24 21:48:55,30.8
13287,2019-09-24 22:03:55,31
13288,2019-09-24 22:18:55,30.8
13289,2019-09-24 22:33:55,30.6
13290,2019-09-24 22:48:55,30.5
13291,2019-09-24 23:03:55,30.2
13292,2019-09-24 23:18:55,30.1
13293,2019-09-24 23:33:55,30.2
13294,2019-09-24 23:48:55,30.4
13295,2019-09-25 00:03:55,30.2
13296,2019-09-25 00:18:55,30.2
13297,2019-09-25 00:33:55,30.2
13298,2019-09-25 00:48:55,29.8
13299,2019-09-25 01:03:55,29.7
13300,2019-09-25 01:18:55,29.8
13301,2019-09-25 01:33:55,29.6
13302,2019-09-25 01:48:55,29.5
13303,2019-09-25 02:03:55,29.3
13304,2019-09-25 02:18:55,29.5
13305,2019-09-25 02:33:55,29.4
13306,2019-09-25 02:48:55,29.6
13307,2019-09-25 03:03:55,29.5
13308,2019-09-25 03:18:55,29.3
13309,2019-09-25 03:33:55,28.9
13310,2019-09-25 03:48:55,28.8
13311,2019-09-25 04:03:55,28.4
13312,2019-09-25 04:18:55,27.7
13313,2019-09-25 04:33:55,27.4
13314,2019-09-25 04:48:55,27.1
13315,2019-09-25 05:03:55,26.9
13316,2019-09-25 05:18:55,26.6
13317,2019-09-25 05:33:55,26.6
13318,2019-09-25 05:48:55,26.3
13319,2019-09-25 06:03:55,26
13320,2019-09-25 06:18:55,26.2
13321,2019-09-25 06:33:55,25.9
13322,2019-09-25 06:48:55,26
13323,2019-09-25 07:03:55,26.4
13324,2019-09-25 07:18:55,27.3
13325,2019-09-25 07:33:55,28.4
13326,2019-09-25 07:48:55,29.2
13327,2019-09-25 08:03:55,30.3
13328,2019-09-25 08:18:55,30.9
13329,2019-09-25 08:33:55,31.9
13330,2019-09-25 08:48:55,33.1
13331,2019-09-25 09:03:55,33.5
13332,2019-09-25 09:18:55,34.1
13333,2019-09-25 09:33:55,34.6
13334,2019-09-25 09:48:55,35.3
13335,2019-09-25 10:03:55,36
13336,2019-09-25 10:18:55,36.4
13337,2019-09-25 10:33:55,37.5
13338,2019-09-25 10:48:55,38.6
13339,2019-09-25 11:03:55,39
13340,2019-09-25 11:18:55,39.7
13341,2019-09-25 11:33:55,39.8
13342,2019-09-25 11:48:55,40.2
13343,2019-09-25 12:03:55,38.4
13344,2019-09-25 12:18:55,33.2
13345,2019-09-25 12:33:55,32.4
13346,2019-09-25 12:48:55,32.4
13347,2019-09-25 13:03:55,32.3
13348,2019-09-25 13:18:55,32.7
13349,2019-09-25 13:33:55,32.7
13350,2019-09-25 13:48:55,33
13351,2019-09-25 14:03:55,33.4
13352,2019-09-25 14:18:55,33.4
13353,2019-09-25 14:33:55,33.9
13354,2019-09-25 14:48:55,33.4
13355,2019-09-25 15:03:55,34.4
13356,2019-09-25 15:18:55,34.7
13357,2019-09-25 15:33:55,34.3
13358,2019-09-25 15:48:55,34.3
13359,2019-09-25 16:03:55,34.8
13360,2019-09-25 16:18:55,34.4
13361,2019-09-25 16:33:55,34.3
13362,2019-09-25 16:48:55,34.3
13363,2019-09-25 17:03:55,33.8
13364,2019-09-25 17:18:55,33.4
13365,2019-09-25 17:33:55,32.6
13366,2019-09-25 17:48:55,31.8
13367,2019-09-25 18:03:55,30.9
13368,2019-09-25 18:18:55,29.9
13369,2019-09-25 18:33:55,28.8
13370,2019-09-25 18:48:55,27.7
13371,2019-09-25 19:03:55,27
13372,2019-09-25 19:18:55,26.3
13373,2019-09-25 19:33:55,25.9
13374,2019-09-25 19:48:55,25.5
13375,2019-09-25 20:03:55,25
13376,2019-09-25 20:18:55,24.7
13377,2019-09-25 20:33:55,24.4
13378,2019-09-25 20:48:55,24
13379,2019-09-25 21:03:55,23.6
13380,2019-09-25 21:18:55,23.3
13381,2019-09-25 21:33:55,23.1
13382,2019-09-25 21:48:55,22.7
13383,2019-09-25 22:03:55,22.3
13384,2019-09-25 22:18:55,22.1
13385,2019-09-25 22:33:55,22
13386,2019-09-25 22:48:55,21.9
13387,2019-09-25 23:03:55,21.7
13388,2019-09-25 23:18:55,21.5
13389,2019-09-25 23:33:55,21.3
13390,2019-09-25 23:48:55,21.1
13391,2019-09-26 00:03:55,20.8
13392,2019-09-26 00:18:55,20.2
13393,2019-09-26 00:33:55,19.7
13394,2019-09-26 00:48:55,19.2
13395,2019-09-26 01:03:55,19
13396,2019-09-26 01:18:55,18.6
13397,2019-09-26 01:33:55,18.3
13398,2019-09-26 01:48:55,18
13399,2019-09-26 02:03:55,17.8
13400,2019-09-26 02:18:55,17.7
13401,2019-09-26 02:33:55,17.4
13402,2019-09-26 02:48:55,17.2
13403,2019-09-26 03:03:55,16.9
13404,2019-09-26 03:18:55,16.6
13405,2019-09-26 03:33:55,16.4
13406,2019-09-26 03:48:55,16.3
13407,2019-09-26 04:03:55,16
13408,2019-09-26 04:18:55,15.9
13409,2019-09-26 04:33:55,15.8
13410,2019-09-26 04:48:55,16
13411,2019-09-26 05:03:55,15.8
13412,2019-09-26 05:18:55,15.7
13413,2019-09-26 05:33:55,15.9
13414,2019-09-26 05:48:55,15.8
13415,2019-09-26 06:03:55,15.4
13416,2019-09-26 06:18:55,15.1
13417,2019-09-26 06:33:55,15.1
13418,2019-09-26 06:48:55,15.1
13419,2019-09-26 07:03:55,15.9
13420,2019-09-26 07:18:55,17.4
13421,2019-09-26 07:33:55,18.8
13422,2019-09-26 07:48:55,20.2
13423,2019-09-26 08:03:55,21.4
13424,2019-09-26 08:18:55,22.2
13425,2019-09-26 08:33:55,22.9
13426,2019-09-26 08:48:55,23.7
13427,2019-09-26 09:03:55,24.1
13428,2019-09-26 09:18:55,25.1
13429,2019-09-26 09:33:55,26.1
13430,2019-09-26 09:48:55,26.9
13431,2019-09-26 10:03:55,27.4
13432,2019-09-26 10:18:55,28.3
13433,2019-09-26 10:33:55,28.8
13434,2019-09-26 10:48:55,29.5
13435,2019-09-26 11:03:55,30.1
13436,2019-09-26 11:18:55,30.6
13437,2019-09-26 11:33:55,30.9
13438,2019-09-26 11:48:55,31.2
13439,2019-09-26 12:03:55,31.2
13440,2019-09-26 12:18:55,30.7
13441,2019-09-26 12:33:55,31.2
13442,2019-09-26 12:48:55,30.8
13443,2019-09-26 13:03:55,30.9
13444,2019-09-26 13:18:55,31.3
13445,2019-09-26 13:33:55,30.6
13446,2019-09-26 13:48:55,30.5
13447,2019-09-26 14:03:55,30.7
13448,2019-09-26 14:18:55,30.5
13449,2019-09-26 14:33:55,30.5
13450,2019-09-26 14:48:55,29.8
13451,2019-09-26 15:03:55,29.6
13452,2019-09-26 15:18:55,29.3
13453,2019-09-26 15:33:55,28.7
13454,2019-09-26 15:48:55,28.5
13455,2019-09-26 16:03:55,27.7
13456,2019-09-26 16:18:55,26.9
13457,2019-09-26 16:33:55,25.8
13458,2019-09-26 16:48:55,25.1
13459,2019-09-26 17:03:55,24
13460,2019-09-26 17:18:55,23.7
13461,2019-09-26 17:33:55,23.9
13462,2019-09-26 17:48:55,23.5
13463,2019-09-26 18:03:55,22.5
13464,2019-09-26 18:18:55,21.6
13465,2019-09-26 18:33:55,20.8
13466,2019-09-26 18:48:55,19.8
13467,2019-09-26 19:03:55,19.2
13468,2019-09-26 19:18:55,19
13469,2019-09-26 19:33:55,18.8
13470,2019-09-26 19:48:55,18.6
13471,2019-09-26 20:03:55,18.4
13472,2019-09-26 20:18:55,18.3
13473,2019-09-26 20:33:55,18
13474,2019-09-26 20:48:55,17.8
13475,2019-09-26 21:03:55,17.5
13476,2019-09-26 21:18:55,17.2
13477,2019-09-26 21:33:55,17
13478,2019-09-26 21:48:55,16.8
13479,2019-09-26 22:03:55,16.7
13480,2019-09-26 22:18:55,16.6
13481,2019-09-26 22:33:55,16.4
13482,2019-09-26 22:48:55,16.2
13483,2019-09-26 23:03:55,16.1
13484,2019-09-26 23:18:55,16
13485,2019-09-26 23:33:55,16
13486,2019-09-26 23:48:55,15.9
13487,2019-09-27 00:03:55,15.7
13488,2019-09-27 00:18:55,15.5
13489,2019-09-27 00:33:55,15.4
13490,2019-09-27 00:48:55,15.4
13491,2019-09-27 01:03:55,15.3
13492,2019-09-27 01:18:55,15.3
13493,2019-09-27 01:33:55,15.3
13494,2019-09-27 01:48:55,15.2
13495,2019-09-27 02:03:55,15.2
13496,2019-09-27 02:18:55,15.1
13497,2019-09-27 02:33:55,15.1
13498,2019-09-27 02:48:55,15
13499,2019-09-27 03:03:55,15
13500,2019-09-27 03:18:55,15
13501,2019-09-27 03:33:55,14.9
13502,2019-09-27 03:48:55,14.8
13503,2019-09-27 04:03:55,14.7
13504,2019-09-27 04:18:55,14.7
13505,2019-09-27 04:33:55,14.7
13506,2019-09-27 04:48:55,14.6
13507,2019-09-27 05:03:55,14.6
13508,2019-09-27 05:18:55,14.5
13509,2019-09-27 05:33:55,14.4
13510,2019-09-27 05:48:55,14.2
13511,2019-09-27 06:03:55,14.1
13512,2019-09-27 06:18:55,14
13513,2019-09-27 06:33:55,14
13514,2019-09-27 06:48:55,14
13515,2019-09-27 07:03:55,14
13516,2019-09-27 07:18:55,14.2
13517,2019-09-27 07:33:55,14.9
13518,2019-09-27 07:48:55,15.1
13519,2019-09-27 08:03:55,15.1
13520,2019-09-27 08:18:55,15
13521,2019-09-27 08:33:55,15.2
13522,2019-09-27 08:48:55,15.6
13523,2019-09-27 09:03:55,16.3
13524,2019-09-27 09:18:55,16.2
13525,2019-09-27 09:33:55,16.7
13526,2019-09-27 09:48:55,17.4
13527,2019-09-27 10:03:55,17.6
13528,2019-09-27 10:18:55,16.4
13529,2019-09-27 10:33:55,16
13530,2019-09-27 10:48:55,17.1
13531,2019-09-27 11:03:55,18.3
13532,2019-09-27 11:18:55,19
13533,2019-09-27 11:33:55,19.3
13534,2019-09-27 11:48:55,19.3
13535,2019-09-27 12:03:55,23
13536,2019-09-27 12:18:55,28.5
13537,2019-09-27 12:33:55,29.2
13538,2019-09-27 12:48:55,29.8
13539,2019-09-27 13:03:55,29.9
13540,2019-09-27 13:18:55,29.8
13541,2019-09-27 13:33:55,29.6
13542,2019-09-27 13:48:55,30.5
13543,2019-09-27 14:03:55,31.8
13544,2019-09-27 14:18:55,31.2
13545,2019-09-27 14:33:55,32.5
13546,2019-09-27 14:48:55,32.5
13547,2019-09-27 15:03:55,32.1
13548,2019-09-27 15:18:55,32
13549,2019-09-27 15:33:55,32.4
13550,2019-09-27 15:48:55,32
13551,2019-09-27 16:03:55,32.2
13552,2019-09-27 16:18:55,32.3
13553,2019-09-27 16:33:55,31.8
13554,2019-09-27 16:48:55,31.7
13555,2019-09-27 17:03:55,30.7
13556,2019-09-27 17:18:55,32
13557,2019-09-27 17:33:55,31.6
13558,2019-09-27 17:48:55,30.3
13559,2019-09-27 18:03:55,29.8
13560,2019-09-27 18:18:55,28.6
13561,2019-09-27 18:33:55,28.4
13562,2019-09-27 18:48:55,27.8
13563,2019-09-27 19:03:55,27.7
13564,2019-09-27 19:18:55,27.6
13565,2019-09-27 19:33:55,27.2
13566,2019-09-27 19:48:55,27.2
13567,2019-09-27 20:03:55,27
13568,2019-09-27 20:18:55,26.9
13569,2019-09-27 20:33:55,26.9
13570,2019-09-27 20:48:55,27
13571,2019-09-27 21:03:55,27.2
13572,2019-09-27 21:18:55,27.6
13573,2019-09-27 21:33:55,27.6
13574,2019-09-27 21:48:55,27.8
13575,2019-09-27 22:03:55,28
13576,2019-09-27 22:18:55,27.7
13577,2019-09-27 22:33:55,27.6
13578,2019-09-27 22:48:55,27.5
13579,2019-09-27 23:03:55,27.4
13580,2019-09-27 23:18:55,27.1
13581,2019-09-27 23:33:55,26.9
13582,2019-09-27 23:48:55,26.6
13583,2019-09-28 00:03:55,25.9
13584,2019-09-28 00:18:55,25.4
13585,2019-09-28 00:33:55,25.1
13586,2019-09-28 00:48:55,24.9
13587,2019-09-28 01:03:55,25
13588,2019-09-28 01:18:55,24.8
13589,2019-09-28 01:33:55,24.7
13590,2019-09-28 01:48:55,24.7
13591,2019-09-28 02:03:55,24.6
13592,2019-09-28 02:18:55,24.7
13593,2019-09-28 02:33:55,24.5
13594,2019-09-28 02:48:55,24.5
13595,2019-09-28 03:03:55,24.2
13596,2019-09-28 03:18:55,24.1
13597,2019-09-28 03:33:55,24
13598,2019-09-28 03:48:55,24
13599,2019-09-28 04:03:55,23.8
13600,2019-09-28 04:18:55,23.8
13601,2019-09-28 04:33:55,23.8
13602,2019-09-28 04:48:55,23.9
13603,2019-09-28 05:03:55,23.7
13604,2019-09-28 05:18:55,23.6
13605,2019-09-28 05:33:55,23.5
13606,2019-09-28 05:48:55,23.8
13607,2019-09-28 06:03:55,23.6
13608,2019-09-28 06:18:55,23.9
13609,2019-09-28 06:33:55,23.9
13610,2019-09-28 06:48:55,23.9
13611,2019-09-28 07:03:55,23.8
13612,2019-09-28 07:18:55,23.7
13613,2019-09-28 07:33:55,24.3
13614,2019-09-28 07:48:55,24.5
13615,2019-09-28 08:03:55,24.9
13616,2019-09-28 08:18:55,24.9
13617,2019-09-28 08:33:55,25.9
13618,2019-09-28 08:48:55,24.9
13619,2019-09-28 09:03:55,26.2
13620,2019-09-28 09:18:55,26.8
13621,2019-09-28 09:33:55,27
13622,2019-09-28 09:48:55,27.7
13623,2019-09-28 10:03:55,28.4
13624,2019-09-28 10:18:55,29
13625,2019-09-28 10:33:55,28.7
13626,2019-09-28 10:48:55,29.1
13627,2019-09-28 11:03:55,30.5
13628,2019-09-28 11:18:55,30.8
13629,2019-09-28 11:33:55,30.3
13630,2019-09-28 11:48:55,31.2
13631,2019-09-28 12:03:55,29.2
13632,2019-09-28 12:18:55,24.9
13633,2019-09-28 12:33:55,24
13634,2019-09-28 12:48:55,23.9
13635,2019-09-28 13:03:55,24.4
13636,2019-09-28 13:18:55,24.2
13637,2019-09-28 13:33:55,24
13638,2019-09-28 13:48:55,24
13639,2019-09-28 14:03:55,24.4
13640,2019-09-28 14:18:55,25.1
13641,2019-09-28 14:33:55,25.3
13642,2019-09-28 14:48:55,25.6
13643,2019-09-28 15:03:55,25.7
13644,2019-09-28 15:18:55,26
13645,2019-09-28 15:33:55,26.2
13646,2019-09-28 15:48:55,26.2
13647,2019-09-28 16:03:55,25.8
13648,2019-09-28 16:18:55,25.7
13649,2019-09-28 16:33:55,25.5
13650,2019-09-28 16:48:55,25.5
13651,2019-09-28 17:03:55,25.9
13652,2019-09-28 17:18:55,25.6
13653,2019-09-28 17:33:55,25.1
13654,2019-09-28 17:48:55,24.2
13655,2019-09-28 18:03:55,23.8
13656,2019-09-28 18:18:55,22.9
13657,2019-09-28 18:33:55,21.8
13658,2019-09-28 18:48:55,20.6
13659,2019-09-28 19:03:55,19.9
13660,2019-09-28 19:18:55,19.5
13661,2019-09-28 19:33:55,19.2
13662,2019-09-28 19:48:55,19.1
13663,2019-09-28 20:03:55,19
13664,2019-09-28 20:18:55,18.8
13665,2019-09-28 20:33:55,18.6
13666,2019-09-28 20:48:55,18.4
13667,2019-09-28 21:03:55,18.2
13668,2019-09-28 21:18:55,18
13669,2019-09-28 21:33:55,17.9
13670,2019-09-28 21:48:55,17.7
13671,2019-09-28 22:03:55,17.6
13672,2019-09-28 22:18:55,17.5
13673,2019-09-28 22:33:55,17.5
13674,2019-09-28 22:48:55,17.4
13675,2019-09-28 23:03:55,17.2
13676,2019-09-28 23:18:55,17.1
13677,2019-09-28 23:33:55,17.2
13678,2019-09-28 23:48:55,17.2
13679,2019-09-29 00:03:55,17.2
13680,2019-09-29 00:18:55,17.2
13681,2019-09-29 00:33:55,17.3
13682,2019-09-29 00:48:55,17.4
13683,2019-09-29 01:03:55,17.4
13684,2019-09-29 01:18:55,17.4
13685,2019-09-29 01:33:55,17.6
13686,2019-09-29 01:48:55,17.5
13687,2019-09-29 02:03:55,17.4
13688,2019-09-29 02:18:55,17
13689,2019-09-29 02:33:55,16.8
13690,2019-09-29 02:48:55,16.9
13691,2019-09-29 03:03:55,16.8
13692,2019-09-29 03:18:55,16.7
13693,2019-09-29 03:33:55,16.4
13694,2019-09-29 03:48:55,16.2
13695,2019-09-29 04:03:55,16.1
13696,2019-09-29 04:18:55,15.9
13697,2019-09-29 04:33:55,15.7
13698,2019-09-29 04:48:55,15.5
13699,2019-09-29 05:03:55,15.3
13700,2019-09-29 05:18:55,15.2
13701,2019-09-29 05:33:55,15.2
13702,2019-09-29 05:48:55,15.1
13703,2019-09-29 06:03:55,15
13704,2019-09-29 06:18:55,14.9
13705,2019-09-29 06:33:55,14.8
13706,2019-09-29 06:48:55,14.9
13707,2019-09-29 07:03:55,15.4
13708,2019-09-29 07:18:55,16.4
13709,2019-09-29 07:33:55,17.4
13710,2019-09-29 07:48:55,18.4
13711,2019-09-29 08:03:55,19.2
13712,2019-09-29 08:18:55,19.8
13713,2019-09-29 08:33:55,20.7
13714,2019-09-29 08:48:55,21.3
13715,2019-09-29 09:03:55,21.5
13716,2019-09-29 09:18:55,22.2
13717,2019-09-29 09:33:55,22.1
13718,2019-09-29 09:48:55,22.8
13719,2019-09-29 10:03:55,23
13720,2019-09-29 10:18:55,24
13721,2019-09-29 10:33:55,24.4
13722,2019-09-29 10:48:55,24.9
13723,2019-09-29 11:03:55,25.4
13724,2019-09-29 11:18:55,25.5
13725,2019-09-29 11:33:55,26.3
13726,2019-09-29 11:48:55,26.6
13727,2019-09-29 12:03:55,26.9
13728,2019-09-29 12:18:55,27
13729,2019-09-29 12:33:55,28
13730,2019-09-29 12:48:55,27.9
13731,2019-09-29 13:03:55,27.9
13732,2019-09-29 13:18:55,28.1
13733,2019-09-29 13:33:55,28.5
13734,2019-09-29 13:48:55,28.7
13735,2019-09-29 14:03:55,29.3
13736,2019-09-29 14:18:55,29.8
13737,2019-09-29 14:33:55,30.1
13738,2019-09-29 14:48:55,30.1
13739,2019-09-29 15:03:55,30.2
13740,2019-09-29 15:18:55,30.4
13741,2019-09-29 15:33:55,30.4
13742,2019-09-29 15:48:55,30.5
13743,2019-09-29 16:03:55,30.6
13744,2019-09-29 16:18:55,30.5
13745,2019-09-29 16:33:55,30.4
13746,2019-09-29 16:48:55,30.3
13747,2019-09-29 17:03:55,29.7
13748,2019-09-29 17:18:55,29.5
13749,2019-09-29 17:33:55,29
13750,2019-09-29 17:48:55,28.5
13751,2019-09-29 18:03:55,27.8
13752,2019-09-29 18:18:55,27
13753,2019-09-29 18:33:55,26.1
13754,2019-09-29 18:48:55,25.3
13755,2019-09-29 19:03:55,25
13756,2019-09-29 19:18:55,24.8
13757,2019-09-29 19:33:55,24.8
13758,2019-09-29 19:48:55,24.7
13759,2019-09-29 20:03:55,24.6
13760,2019-09-29 20:18:55,24.3
13761,2019-09-29 20:33:55,24.1
13762,2019-09-29 20:48:55,24
13763,2019-09-29 21:03:55,24.1
13764,2019-09-29 21:18:55,24
13765,2019-09-29 21:33:55,23.7
13766,2019-09-29 21:48:55,23.2
13767,2019-09-29 22:03:55,22.8
13768,2019-09-29 22:18:55,22.3
13769,2019-09-29 22:33:55,22.3
13770,2019-09-29 22:48:55,22.2
13771,2019-09-29 23:03:55,22
13772,2019-09-29 23:18:55,21.9
13773,2019-09-29 23:33:55,21.9
13774,2019-09-29 23:48:55,21.9
13775,2019-09-30 00:03:55,21.9
13776,2019-09-30 00:18:55,21.8
13777,2019-09-30 00:33:55,21.6
13778,2019-09-30 00:48:55,21.5
13779,2019-09-30 01:03:55,21.2
13780,2019-09-30 01:18:55,21
13781,2019-09-30 01:33:55,21.1
13782,2019-09-30 01:48:55,21.3
13783,2019-09-30 02:03:55,21.4
13784,2019-09-30 02:18:55,21.4
13785,2019-09-30 02:33:55,21.3
13786,2019-09-30 02:48:55,21.1
13787,2019-09-30 03:03:55,20.9
13788,2019-09-30 03:18:55,20.6
13789,2019-09-30 03:33:55,20.4
13790,2019-09-30 03:48:55,20.1
13791,2019-09-30 04:03:55,19.8
13792,2019-09-30 04:18:55,19.6
13793,2019-09-30 04:33:55,19.6
13794,2019-09-30 04:48:55,19.5
13795,2019-09-30 05:03:55,19.4
13796,2019-09-30 05:18:55,19.3
13797,2019-09-30 05:33:55,19.2
13798,2019-09-30 05:48:55,19.3
13799,2019-09-30 06:03:55,19.4
13800,2019-09-30 06:18:55,19.5
13801,2019-09-30 06:33:55,19.5
13802,2019-09-30 06:48:55,19.6
13803,2019-09-30 07:03:55,19.9
13804,2019-09-30 07:18:55,20
13805,2019-09-30 07:33:55,20.5
13806,2019-09-30 07:48:55,21
13807,2019-09-30 08:03:55,21.1
13808,2019-09-30 08:18:55,21.7
13809,2019-09-30 08:33:55,22.2
13810,2019-09-30 08:48:55,23.2
13811,2019-09-30 09:03:55,23.5
13812,2019-09-30 09:18:55,24.4
13813,2019-09-30 09:33:55,24.1
13814,2019-09-30 09:48:55,24.9
13815,2019-09-30 10:03:55,25.8
13816,2019-09-30 10:18:55,26.6
13817,2019-09-30 10:33:55,26.5
13818,2019-09-30 10:48:55,27.1
13819,2019-09-30 11:03:55,29.1
13820,2019-09-30 11:18:55,28.1
13821,2019-09-30 11:33:55,27.2
13822,2019-09-30 11:48:55,26.6
13823,2019-09-30 12:03:55,32.3
13824,2019-09-30 12:18:55,36.9
13825,2019-09-30 12:33:55,36.4
13826,2019-09-30 12:48:55,35.4
13827,2019-09-30 13:03:55,35.6
13828,2019-09-30 13:18:55,34.9
13829,2019-09-30 13:33:55,34.6
13830,2019-09-30 13:48:55,34.9
13831,2019-09-30 14:03:55,36
13832,2019-09-30 14:18:55,37.8
13833,2019-09-30 14:33:55,38.6
13834,2019-09-30 14:48:55,39.7
13835,2019-09-30 15:03:55,40
13836,2019-09-30 15:18:55,40.2
13837,2019-09-30 15:33:55,40.5
13838,2019-09-30 15:48:55,40.8
13839,2019-09-30 16:03:55,40.8
13840,2019-09-30 16:18:55,40.9
13841,2019-09-30 16:33:55,40.5
13842,2019-09-30 16:48:55,39.8
13843,2019-09-30 17:03:55,38.6
13844,2019-09-30 17:18:55,36.8
13845,2019-09-30 17:33:55,36.3
13846,2019-09-30 17:48:55,35.9
13847,2019-09-30 18:03:55,36.6
13848,2019-09-30 18:18:55,36.8
13849,2019-09-30 18:33:55,36.2
13850,2019-09-30 18:48:55,36.3
13851,2019-09-30 19:03:55,36
13852,2019-09-30 19:18:55,36
13853,2019-09-30 19:33:55,35.5
